name,municipality,iata_code
Silva Bay Seaplane Base,Gabriola Island,SYF
Eugene F. Correira International Airport,Ogle,OGL
Imbaimadai Airport,Imbaimadai,IMB
Kamarang Airport,Kamarang,KAR
Karanambo Airport,Karanambo,KRM
Karasabai Airport,Karasabai,KRG
Kato Airport,Kato,KTO
Konawaruk Airport,Konawaruk,KKG
Roberts Army Heliport,Camp Roberts/San Miguel,SYL
Lumid Pau Airport,Lumid Pau,LUB
Lethem Airport,Lethem,LTM
Mabaruma Airport,Mabaruma,USI
Mahdia Airport,Mahdia,MHA
Maikwak Airport,Maikwak,VEG
Monkey Mountain Airport,Monkey Mountain,MYM
Matthews Ridge Airport,Matthews Ridge,MWJ
Stanton Airfield,Dennison,SYN
New Amsterdam Airport,New Amsterdam,QSX
Orinduik Airport,Orinduik,ORJ
Paramakatoi Airport,Paramakatoi,PMT
Paruima Airport,Paruima,PRR
Sand Creek Airport,Sand Creek,SDC
Skeldon Airport,Skeldon,SKM
Santa Cruz Island Airport,Santa Cruz Island,SZN
Santa Paula Airport,Santa Paula,SZP
Qingdao Jiaodong International Airport,"Jiaozhou, Qingdao",TAO
V C Bird International Airport,Osbourn,ANU
Codrington Airport,Codrington,BBQ
Timbunke Airport,Timbunke,TBE
Grantley Adams International Airport,Bridgetown,BGI
Tarabo Airport,Tarabo,TBQ
Tabal Airstrip,Tabal Island,TBV
Tinboli Airport,Tinboli,TCK
Takotna Airport,Takotna,TCT
Tetebedi Airport,Tetebedi,TDB
Canefield Airport,Canefield,DCF
Douglas-Charles Airport,Marigot,DOM
Sasereme Airport,Sasereme,TDS
Terapo Airport,Terapo Mission,TEO
Tifalmin Airport,Tifalmin,TFB
La Désirade Airport,Grande Anse,DSD
Basse-Terre Baillif Airport,Basse-Terre,BBR
St-François Airport,St-François,SFC
Martinique Aimé Césaire International Airport,Fort-de-France,FDF
Grand Case-Espérance Airport,Grand Case,SFG
Saint Barthélemy - Rémy de Haenen Airport,Gustavia / Saint-Jean,SBH
Les Bases Airport,Grand Bourg,GBJ
Pointe-à-Pitre Le Raizet International  Airport,Pointe-à-Pitre,PTP
Terre-de-Haut Airport,Les Saintes,LSS
Tagula Airport,Sudest Island,TGL
Maurice Bishop International Airport,Saint George's,GND
Lauriston Airport,Carriacou Island,CRU
Trincomalee Harbor Waterdrome,Trincomalee,THW
Cyril E. King Airport,Charlotte Amalie,STT
Henry E Rohlsen Airport,Christiansted,STX
Antonio Nery Juarbe Pol Airport,Arecibo,ARE
Rafael Hernández International Airport,Aguadilla,BQN
Ticantiquí Airport,Ticantiquí,TJC
Benjamin Rivera Noriega Airport,Culebra,CPX
Fernando Luis Ribas Dominicci Airport,San Juan,SIG
Eugenio Maria De Hostos Airport,Mayaguez,MAZ
Mercedita Airport,Ponce,PSE
José Aponte de la Torre Airport,Ceiba,NRR
Luis Munoz Marin International Airport,San Juan,SJU
Antonio Rivera Rodriguez Airport,Vieques,VQS
Tenakee Seaplane Base,Tenakee Springs,TKE
Taku Lodge Seaplane Base,Taku Lodge,TKL
Robert L. Bradshaw International Airport,Basseterre,SKB
Vance W. Amory International Airport,Charlestown,NEV
Tumolbil Airport,Tumolbil,TLP
George F. L. Charles Airport,Castries,SLU
Hewanorra International Airport,Vieux Fort,UVF
Tuluksak Airport,Tuluksak,TLT
Kerki Airport,Kerki,KEA
Queen Beatrix International Airport,Oranjestad,AUA
Flamingo International Airport,"Kralendijk, Bonaire",BON
Hato International Airport,Willemstad,CUR
F. D. Roosevelt Airport,Sint Eustatius,EUX
Princess Juliana International Airport,Saint Martin,SXM
Juancho E. Yrausquin Airport,Saba,SAB
Jumandy Airport,Tena,TNW
Torokina Airport,Torokina,TOK
Tortola West End Seaplane Base,Tortola,TOV
Port Alsworth Airport,Port Alsworth,PTA
Tapeta Airport,Tapeta,TPT
Clayton J Lloyd International Airport,The Valley,AXA
Bingöl Çeltiksuyu Airport,Bingöl,BGG
John A. Osborne Airport,Gerald's Park,MNI
Tanacross Airport,Tanacross,TSG
Tsile Tsile Airport,Tsile Tsile,TSI
Tobago-Crown Point Airport,Scarborough,TAB
Piarco International Airport,Port of Spain,POS
Tissa Tank Waterdrome,Tissamaharama,TTW
Tum Airport,Tum,TUJ
Captain Auguste George Airport,Anegada,NGD
Terrance B. Lettsome International Airport,Road Town,EIS
Virgin Gorda Airport,Spanish Town,VIJ
Argyle International Airport,Kingstown,SVD
J F Mitchell Airport,Bequia,BQU
Canouan Airport,Canouan,CIW
Mustique Airport,Mustique Island,MQS
Union Island International Airport,Union Island,UNI
Dongsha Island (Pratas Island) Airport,Kaohsiung (Cijin - Pratas Island),DSX
Qimei Airport,Qimei,CMJ
Tumxuk Tangwangcheng Airport,Tumxuk,TWC
Two Harbors Amphibious Terminal,Two Harbors,TWH
L.F. Wade International International Airport,Hamilton,BDA
Tyonek Airport,Tyonek,TYE
Mchauru Airport,Geita,GIT
Lushoto Airport,Lushoto,LUY
Tsimiroro Airport,Ankisatra,TZO
Dubois Municipal Airport,Dubois,DBS
Myrhorod Air Base,Myrhorod,MXR
Kakhnovka Airfield,Kremenchuk,KHU
Kam'yanets'-Podil's'kyi Airfield,Kamyan'ka,KCP
Almaty International Airport,Almaty,ALA
Balkhash Airport,Balkhash,BXH
Boralday Airport,Boralday,BXJ
Taldykorgan Airport,Taldykorgan,TDK
Nursultan Nazarbayev International Airport,Nur-Sultan,NQZ
Kokshetau Airport,Kokshetau,KOV
Petropavl Airport,Petropavl,PPK
Taraz Airport,Taraz,DMB
Mount Aue Airport,,UAE
Issyk-Kul International Airport,Tamchy,IKU
Manas International Airport,Bishkek,FRU
Osh Airport,Osh,OSS
Shymkent Airport,Shymkent,CIT
Hazrat Sultan International Airport,,HSA
Zhezkazgan National Airport,Zhezkazgan,DZN
Sary-Arka Airport,Karaganda,KGF
Kyzylorda Airport,Kyzylorda,KZO
Uralsk Airport,Uralsk,URA
Ekibastuz Airport,Ekibastuz,EKB
Ust-Kamenogorsk Airport,Ust-Kamenogorsk (Oskemen),UKK
Pavlodar Airport,Pavlodar,PWQ
Semey Airport,Semey,PLX
Zaysan Airport,Zaysan,SZI
Aktau Airport,Aktau,SCO
Atyrau International Airport,Atyrau,GUW
Aktobe Airport,Aktobe,AKX
Arkalyk North Airport,Arkalyk,AYK
Kostanay West Airport,Kostanay,KSN
Heydar Aliyev International Airport,Baku,GYD
Ganja International Airport,Ganja,KVD
Lankaran International Airport,Lankaran,LLK
Nakhchivan Airport,Nakhchivan,NAJ
Gabala International Airport,Gabala,GBB
Zaqatala International Airport,Zaqatala,ZTU
Zangilan International Airport,Zangilan,ZZE
Yevlakh Airport,Yevlakh,YLV
Buin Airport,Buin,UBI
Shirak International Airport,Gyumri,LWN
Zvartnots International Airport,Yerevan,EVN
Batagay Airport,Batagay,BQJ
Sakkyryr Airport,Batagay-Alyta,SUK
Ust-Kuyga Airport,Ust-Kuyga,UKG
Talakan Airport,Talakan Oil Field,TLK
Aldan Airport,Aldan,ADH
Yakutsk Airport,Yakutsk,YKS
Chulman Airport,Neryungri,NER
Moma Airport,Khonuu,MQJ
Magan Airport,Magan,GYG
Olyokminsk Airport,Olyokminsk,OLZ
Ust-Nera Airport,Ust-Nera,USR
Ust-Maya Airport,Ust-Maya,UMS
Verkhnevilyuisk Airport,Verkhnevilyuisk,VHV
Nyurba Airport,Nyurba,NYR
Suntar Airport,Suntar,SUY
Vilyuisk Airport,Vilyuisk,VYI
Lensk Airport,Lensk,ULK
Olenyok Airport,Olenyok,ONK
Polyarny Airport,Yakutia,PYJ
Mirny Airport,Mirny,MJZ
Saskylakh Airport,Saskylakh,SYS
Belaya Gora Airport,Belaya Gora,BGN
Srednekolymsk Airport,Srednekolymsk,SEK
Chokurdakh Airport,Chokurdah,CKH
Cherskiy Airport,Cherskiy,CYX
Tiksi Airport,Tiksi,IKS
Zyryanka Airport,Zyryanka,ZKP
Savannah Airstrip,Kihihi,KHX
Moyo Airport,Moyo,OYG
Ugashik Bay Airport,Pilot Point,UGB
David the Builder Kutaisi International Airport,Kopitnari,KUT
Batumi International Airport,Batumi,BUS
Sukhumi Babushara /  Vladislav Ardzinba International Airport,Sukhumi,SUI
Tbilisi International Airport,Tbilisi,TBS
Ignatyevo Airport,Blagoveschensk,BQS
Tynda Airport,Tynda,TYD
Khabarovsk Novy Airport,Khabarovsk,KHV
Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,KXK
Sovetskaya Gavan (Maygatka) Airport,Sovetskaya Gavan,GVN
Ugolny Yuri Ryktheu Airport,Anadyr,DYR
Provideniya Bay Airport,Chukotka,PVS
Keperveem Airport,Keperveem,KPW
Sokol Airport,Magadan,GDX
Markovo Airport,Markovo,KVM
Pevek Airport,Apapelgino,PWE
Severo-Evensk Airport,Evensk,SWV
Bogorodskoye Airport,Bogorodskoye,BQG
Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,NLI
Okhotsk Airport,Okhotsk,OHO
Yelizovo Airport,Petropavlovsk-Kamchatsky,PKC
Burevestnik Airport,Kurilsk,BVV
Okha Airport,Okha,OHH
Iturup Airport,Kurilsk,ITU
Shakhtyorsk Airport,Shakhtyorsk,EKS
Yuzhno-Kurilsk Mendeleyevo Airport,Yuzhno-Kurilsk,DEE
Zonalnoye Airport,Tymovskoye,ZZO
Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,UUS
Amgu Airport,Amgu,AEM
Svetlaya Airport,Svetlaya,ETL
Yedinka Airport,Yedinka,EDN
Kavalerovo Airport,Kavalerovo,KVR
Plastun Airport,Plastun,TLY
Terney Airport,Terney,NEI
Vladivostok International Airport,Artyom,VVO
Chita-Kadala International Airport,Chita,HTA
Bratsk Airport,Bratsk,BTK
Ust-Ilimsk Airport,Ust-Ilimsk,UIK
Irkutsk International Airport,Irkutsk,IKT
Bodaybo Airport,Bodaybo,ODO
Yerbogachen Airport,Erbogachen,ERG
Kirensk Airport,Kirensk,KCK
Preobrazheniye Airport,Preobrazheniye,RZH
Ust-Kut Airport,Ust-Kut,UKX
Baikal International Airport,Ulan Ude,UUD
Ujae Atoll Airport,Ujae Atoll,UJE
Uljin Airport,"Bongsan-ri, Uljin",UJN
Boryspil International Airport,Boryspil,KBP
Kramatorsk Airport,Kramatorsk,KRQ
Mariupol International Airport,Mariupol,MPW
Sievierodonetsk Airport,Sievierodonetsk,SEV
Dnipro International Airport,Dnipro,DNK
Zaporizhzhia International Airport,Zaporizhia,OZH
Kryvyi Rih International Airport,Kryvyi Rih,KWG
Sevastopol International Airport / Belbek Air Base,Sevastopol,UKS
Simferopol International Airport,Simferopol,SIP
Kerch Airport,Kerch,KHC
Mukhaizna Airport,Mukhaizna Oil Field,UKH
Kharkiv International Airport,Kharkiv,HRK
Suprunovka Airport,Poltava,PLV
Sumy Airport,Sumy,UMY
Cherkasy International Airport,Cherkasy,CKC
Kirovograd Airport,Kirovograd,KGO
Ihor Sikorsky Kyiv International Airport (Zhuliany),Kyiv,IEV
Zhytomyr Airport,,ZTR
Lutsk Airport,Lutsk,UCK
Khmelnytskyi Airport,Khmelnytskyi,HMJ
Ivano-Frankivsk International Airport,Ivano-Frankivsk,IFO
Lviv International Airport,Lviv,LWO
Chernivtsi International Airport,Chernivtsi,CWC
Rivne International Airport,Rivne,RWN
Uzhhorod International Airport,Uzhhorod,UDJ
Kherson International Airport,Kherson,KHE
Mykolaiv International Airport,Nikolayev,NLV
Odessa International Airport,Odessa,ODS
Vinnytsia/Gavyryshivka International Airport,Vinnitsa,VIN
Talagi Airport,Archangelsk,ARH
Vaskovo Airport,Arkhangelsk,VKV
Leshukonskoye Airport,Leshukonskoye,LDG
Naryan Mar Airport,Naryan Mar,NNM
Solovki Airport,Solovetsky Islands,CSH
Cherepovets Airport,Cherepovets,CEE
Amderma Airport,Amderma,AMV
Varandey Airport,Varandey,VRI
Majeed Bin Abdulaziz Airport,Al Ula,ULH
Kotlas Airport,Kotlas,KSZ
Pulkovo Airport,St. Petersburg,LED
Kirovsk-Apatity Airport,Apatity,KVK
Murmansk Airport,Murmansk,MMK
Pskov Airport,Pskov,PKV
Petrozavodsk Airport,Petrozavodsk,PES
Vologda Airport,Vologda,VGD
Brest Airport,Brest,BQT
Gomel Airport,Gomel,GME
Vitebsk Vostochny Airport,Vitebsk,VTB
Khrabrovo Airport,Kaliningrad,KGD
Hrodna Airport,Hrodna,GNA
Minsk National Airport,Minsk,MSQ
Mogilev Airport,Mogilev,MVQ
Abakan International Airport,Abakan,ABA
Barnaul Airport,Barnaul,BAX
Gorno-Altaysk Airport,Gorno-Altaysk,RGK
Kemerovo Airport,Kemerovo,KEJ
Yeniseysk Airport,Yeniseysk,EIE
Podkamennaya Tunguska Airport,Bor,TGP
Krasnoyarsk International Airport,Krasnoyarsk,KJA
Achinsk Airport,Achinsk,ACS
Kyzyl Airport,Kyzyl,KYZ
Novosibirsk Tolmachevo Airport,Novosibirsk,OVB
Omsk Central Airport,Omsk,OMS
Strezhevoy Airport,Strezhevoy,SWT
Bogashevo Airport,Tomsk,TOF
Spichenkovo Airport,Novokuznetsk,NOZ
Dikson Airport,Dikson,DKS
Khatanga Airport,Khatanga,HTG
Igarka Airport,Igarka,IAA
Norilsk-Alykel Airport,Norilsk,NSK
Turukhansk Airport,Turukhansk,THX
Anapa Vityazevo Airport,Krasnyi Kurgan,AAQ
Yeysk Airport,Yeysk,EIK
Gelendzhik Airport,Gelendzhik,GDZ
Krasnodar Pashkovsky International Airport,Krasnodar,KRR
Makhachkala Uytash International Airport,Makhachkala,MCX
Mineralnyye Vody Airport,Mineralnyye Vody,MRV
Nalchik Airport,Nalchik,NAL
Vladikavkaz Beslan International Airport,Beslan,OGZ
Magas Airport,Sunzha,IGT
Stavropol Shpakovskoye Airport,Stavropol,STW
Platov International Airport,Rostov-on-Don,ROV
Taganrog Yuzhny Airport,Taganrog,TGK
Sochi International Airport,Sochi,AER
Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,ASF
Elista Airport,Elista,ESL
Volgograd International Airport,Volgograd,VOG
Cape Air Seaplanes on Boston Harbor Seaplane Base,Boston,BNH
Williston Basin International Airport,Williston,XWA
Spirit Lake Municipal Airport,Spirit Lake,RTL
Mertarvik Airport,Mertarvik,WWT
Chelyabinsk Balandino Airport,Chelyabinsk,CEK
Magnitogorsk International Airport,Magnitogorsk,MQF
Sabetta International Airport,Sabetta,SBT
Bovanenkovo Airport,Bovanenkovo,BVJ
Salekhard Airport,Salekhard,SLY
Mys Kamenny Airport,Mys Kamennyi,YMK
Krasnoselkup Airport,Krasnoselkup,KKQ
Tarko-Sale Airport,Tarko-Sale,TQL
Urengoy Airport,Urengoy,UEN
Berezovo Airport,,EZV
Khanty Mansiysk Airport,Khanty-Mansiysk,HMA
Igrim Airport,,IRM
Nyagan Airport,Nyagan,NYA
Sovetskiy Airport,Sovetskiy,OVS
Uray Airport,Uray,URJ
Beloyarskiy Airport,,EYK
Izhevsk Airport,Izhevsk,IJK
Pobedilovo Airport,Kirov,KVX
Nadym Airport,Nadym,NYM
Novy Urengoy Airport,Novy Urengoy,NUX
Nizhnevartovsk Airport,Nizhnevartovsk,NJC
Perm International Airport,Perm,PEE
Kogalym International Airport,Kogalym,KGP
Nefteyugansk Airport,Nefteyugansk,NFG
Noyabrsk Airport,Noyabrsk,NOJ
Surgut Airport,Surgut,SGC
Koltsovo Airport,Yekaterinburg,SVX
Remezov Airport,Tobolsk,RMZ
Tobolsk Airport,Tobolsk,TOX
Roshchino International Airport,Tyumen,TJM
Kurgan Airport,Kurgan,KRO
Balkanabat Airport,Balkanabat,BKN
Monument Valley Airport,Oljato-Monument Valley,GMV
Ashgabat International Airport,Ashgabat,ASB
Turkmenbashi International Airport,Turkmenbashi,KRW
Mary International Airport,Mary,MYP
Daşoguz Airport,Daşoguz,TAZ
Türkmenabat International Airport,Türkmenabat,CRZ
Dushanbe Airport,Dushanbe,DYU
Kulob Airport,Kulyab,TJU
Khujand Airport,Khujand,LBD
Qurghonteppa International Airport,Kurgan-Tyube,KQT
Andizhan Airport,Andizhan,AZN
Fergana International Airport,Fergana,FEG
Namangan Airport,Namangan,NMA
Muynak Airport,Muynak,MOK
Nukus Airport,Nukus,NCU
Urgench Airport,Urgench,UGC
Navoi Airport,Navoi,NVI
Bukhara International Airport,Bukhara,BHK
Karshi Airport,Karshi,KSQ
Sugraly Airport,Zarafshan,AFS
Samarkand Airport,Samarkand,SKD
Termez Airport,Termez,TMJ
Tashkent International Airport,Tashkent,TAS
Ustupu Airport,Ustupu,UTU
Kostroma Sokerkino Airport,Kostroma,KMW
Grabtsevo Airport,Kaluga,KLF
Ivanovo South Airport,Ivanovo,IWA
Staroselye Airport,Rybinsk,RYB
Bryansk Airport,Bryansk,BZK
Zhukovsky International Airport,Moscow,ZIA
Domodedovo International Airport,Moscow,DME
Tunoshna Airport,Tunoshna,IAR
Sheremetyevo International Airport,Moscow,SVO
Migalovo Air Base,Tver,KLD
Ostafyevo International Airport,Moscow,OSF
Chkalovskiy Air Base,Moscow,CKL
Belgorod International Airport,Belgorod,EGO
Kursk East Airport,Kursk,URS
Lipetsk Airport,Lipetsk,LPK
Voronezh International Airport,Voronezh,VOZ
Donskoye Airport,Tambov,TBW
Manumu Airport,Manumu,UUU
Turlatovo Airport,Ryazan,RZN
Klokovo Airfield,Tula,TYA
Vnukovo International Airport,Moscow,VKO
Ukhta Airport,Ukhta,UCT
Inta Airport,Inta,INA
Pechora Airport,Pechora,PEX
Usinsk Airport,Usinsk,USK
Vorkuta Airport,Vorkuta,VKT
Ust-Tsylma Airport,Ust-Tsylma,UTS
Syktyvkar Airport,Syktyvkar,SCW
Nizhny Novgorod Strigino International Airport,Nizhny Novgorod,GOJ
Bugulma Airport,Bugulma,UUA
Kazan International Airport,Kazan,KZN
Begishevo Airport,Nizhnekamsk,NBC
Yoshkar-Ola Airport,Yoshkar-Ola,JOK
Cheboksary Airport,Cheboksary,CSY
Zhigansk Airport,Zhigansk,ZIX
Ulyanovsk Baratayevka Airport,Ulyanovsk,ULV
Ulyanovsk East Airport,Cherdakly,ULY
Orenburg Central Airport,Orenburg,REN
Orsk Airport,Orsk,OSW
Penza Airport,Penza,PEZ
Saransk Airport,Saransk,SKX
Balakovo Airport,Balakovo,BWO
Gagarin International Airport,Saratov,GSV
Beloretsk Airport,Beloretsk,BCX
Oktyabrskiy Airport,Kzyl-Yar,OKT
Ufa International Airport,Ufa,UFA
Kurumoch International Airport,Samara,KUF
Hope Bay Aerodrome,Hope Bay,UZM
Urzhar Airport,Urzhar,UZR
"Rewa Airport, Chorhata, REWA",Rewa,REW
Diu Airport,Diu,DIU
Gondia Airport,Gondia,GDB
Sardar Vallabh Bhai Patel International Airport,Ahmedabad,AMD
Akola Airport,Akola,AKD
Aurangabad Airport,Aurangabad,IXU
Chhatrapati Shivaji International Airport,Mumbai,BOM
Bilaspur Airport,Bilaspur,PAB
Bhuj Airport,Bhuj,BHJ
Belagavi Airport,Belgaum,IXG
Vadodara Airport,Vadodara,BDQ
Raja Bhoj International Airport,Bhopal,BHO
Bhavnagar Airport,Bhavnagar,BHU
Daman Airport,Daman,NMB
Guna Airport,,GUX
Dabolim Airport,Vasco da Gama,GOI
Hubli Airport,Hubli,HBX
Devi Ahilyabai Holkar Airport,Indore,IDR
Jabalpur Airport,Jabalpur,JLR
Jamnagar Airport,Jamnagar,JGA
Kandla Airport,Kandla,IXY
Khajuraho Airport,Khajuraho,HJR
Kolhapur Airport,Kolhapur,KLH
Keshod Airport,Keshod,IXK
Nanded Airport,Nanded,NDC
Dr. Babasaheb Ambedkar International Airport,Nagpur,NAG
Nashik Airport,Nasik,ISK
Pune Airport / Lohagaon Air Force Station,Pune,PNQ
Porbandar Airport,Porbandar,PBD
Ratnagiri Airport,,RTC
Rajkot Airport,Rajkot,RAJ
Swami Vivekananda Airport,Raipur,RPR
Shirdi Airport,Kakadi,SAG
Solapur Airport,Solapur,SSE
Surat Airport,,STV
Maharana Pratap Airport,Udaipur,UDR
Bandaranaike International Colombo Airport,Colombo,CMB
Anuradhapura Airport,Anuradhapura,ACJ
Batticaloa Airport,Batticaloa,BTC
Colombo Ratmalana Airport,Colombo,RML
Ampara Airport,Ampara,ADP
Hingurakgoda Air Force Base,Polonnaruwa Town,HIM
Jaffna International Airport,Jaffna,JAF
Koggala Airport,Galle,KCT
Katukurunda Air Force Base,Kalutara,KTY
Sigiriya Air Force Base,Sigiriya,GIU
China Bay Airport,Trincomalee,TRR
Weerawila Airport,Weerawila,WRZ
Mattala Rajapaksa International Airport,,HRI
Battambang Airport,Battambang,BBM
Kampong Chhnang Airport,Kampong Chhnang,KZC
Koh Kong Airport,Krong Khemara Phoumin,KKZ
Mondulkiri Airport,Sen Monorom,MWV
Phnom Penh International Airport,Phnom Penh (Pou Senchey),PNH
Ratanakiri Airport,Ratanakiri,RBE
Siem Reap International Airport,Siem Reap,REP
Stung Treng Airport,Stung Treng,TNX
Sihanoukville International Airport,Preah Sihanouk,KOS
Krakor Airport,Krakor,KZD
Isla de Tigre  Heliport,Isla de Tigre,ELX
Lagunillas Airport,Lagunillas,LGY
Kamarata Airport,Kamarata,KTV
Macagua Airport,Ciudad Guayana,SFX
San Salvador de Paul Airport,San Salvador de Paul,SVV
Wonken Airport,Wonken,WOK
Darbhanga Airport,Darbhanga,DBR
Along Airport,,IXV
Agartala - Maharaja Bir Bikram Airport,Agartala,IXA
Bagdogra Airport,Siliguri,IXB
Balurghat Airport,Balurghat,RGH
Shillong Airport,Shillong,SHL
Biju Patnaik Airport,Bhubaneswar,BBI
Netaji Subhash Chandra Bose International Airport,Kolkata,CCU
Cooch Behar Airport,Cooch Behar,COH
Dhanbad Airport,,DBD
Kazi Nazrul Islam Airport,Durgapur,RDP
Daporijo Airport,Daporijo,DEP
Gorakhpur Airport,Gorakhpur,GOP
Lokpriya Gopinath Bordoloi International Airport,Guwahati,GAU
Gaya Airport,Gaya,GAY
Imphal Airport,Imphal,IMF
Jharsuguda Airport,,JRG
Jeypore Airport,Jeypore,PYB
Sonari Airport,Jamshedpur,IXW
Jorhat Airport,Jorhat,JRH
Kushinagar International Airport,Kushinagar,KBK
Kamalpur Airport,Manik Bhandar,IXQ
Kailashahar Airport,Kailashahar,IXH
Silchar Airport,Silchar,IXS
Khowai Airport,Khowai,IXN
Lengpui Airport,Aizawl (Lengpui),AJL
Lilabari North Lakhimpur Airport,Lilabari,IXI
Malda Airport,Malda,LDA
Dibrugarh Airport,Dibrugarh,DIB
Dimapur Airport,Dimapur,DMU
Muzaffarpur Airport,Muzaffarpur,MZU
Pasighat Airport,Pasighat,IXT
Jay Prakash Narayan Airport,Patna,PAT
Birsa Munda Airport,Ranchi,IXR
Rourkela Airport,Rourkela,RRK
Rupsi Airport,Rupsi,RUP
Tezpur Airport,,TEZ
Visakhapatnam Airport,Visakhapatnam,VTZ
Ziro Airport,Ziro,ZER
Barisal Airport,Barisal,BZL
Cox's Bazar Airport,Cox's Bazar,CXB
Comilla Airport,Comilla,CLA
Shah Amanat International Airport,Chattogram (Chittagong),CGP
Ishurdi Airport,Ishurdi,IRD
Jessore Airport,Jashore (Jessore),JSR
Shah Mokhdum Airport,Rajshahi,RJH
Saidpur Airport,Saidpur,SPD
Thakurgaon Airport,Thakurgaon,TKR
Shamshernagar Airport,Shamshernagar,ZHM
Osmany International Airport,Sylhet,ZYL
Hazrat Shahjalal International Airport,Dhaka,DAC
Hong Kong International Airport,Islands,HKG
Shun Tak Heliport,Central and Western,HHP
Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie St Thomas,SPB
Christiansted Harbor Seaplane Base,Christiansted St Croix,SSB
